what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1353499454532
os,sysinfo,,,"win32",1353499454536
arch,sysinfo,,,"x86_64",1353499454536
ws,sysinfo,,,"win32",1353499454536
locale,sysinfo,,,"en_IN",1353499454536
processors,sysinfo,,,"4",1353499454536
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1353499454536
java.runtime.version,sysinfo,,,"1.6.0_31-b05",1353499454536
java.specification.name,sysinfo,,,"Java Platform API Specification",1353499454536
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1353499454536
java.specification.version,sysinfo,,,"1.6",1353499454536
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1353499454536
java.version,sysinfo,,,"1.6.0_31",1353499454536
java.vm.info,sysinfo,,,"mixed mode",1353499454536
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1353499454536
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1353499454536
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1353499454536
java.vm.specification.version,sysinfo,,,"1.0",1353499454536
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1353499454536
java.vm.version,sysinfo,,,"20.6-b01",1353499454536
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1353499463714
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1353499463767
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353499465125
started,bundle,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms",1353499493431
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1353499493668
started,bundle,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.adt",1353499493670
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1353499493765
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1353499493813
started,bundle,com.android.ide.eclipse.traceview,10.0.1.v201103111512-110841,"com.android.ide.eclipse.traceview",1353499493852
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1353499502069
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1353499502088
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353499502110
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353499510046
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353499516850
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.edit.text.openLocalFile",1353499516871
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1353499522895
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1353499522948
closed,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1353499522970
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1353499531117
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1353499531129
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353499539900
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353499596952
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353499615811
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353499631382
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353499634634
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353499637099
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1353499637107
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353499642261
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1353499649825
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1353499649875
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353499649978
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1353499650233
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1353499652283
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353499656550
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1353499657807
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353499657918
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1353499657930
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353499667303
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1353499675695
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1353499675796
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353499675885
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353499849068
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1353499877810
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353499877941
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1353499877962
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1353499894060
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1353499894060
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353499928224
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353499950996
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1353499954474
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353499962390
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353499972948
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1353499972957
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353499977298
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353499979644
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1353499979653
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1353499979653
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353499981126
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353499988888
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1353499991334
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1353499999202
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1353499999326
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1353500002751
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1353500012581
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1353500013948
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1353500022071
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353500034055
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353500062951
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1353500062977
opened,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavadocView",1353500069226
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavadocView",1353500069248
opened,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.SourceView",1353500070000
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.SourceView",1353500070015
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1353500070888
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1353500071996
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1353500088852
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353500091092
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353500158571
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353500163936
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353500186226
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1353500186414
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1353500188167
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1353500189259
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1353500190651
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1353500191814
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353500194816
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353500199668
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353500233166
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1353500233199
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1353500237987
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1353500248703
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353500276476
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1353500321184
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1353500321403
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1353500321507
started,bundle,org.python.pydev.core,1.6.5.2011020317,"org.python.pydev.core",1353500321669
started,bundle,org.python.pydev.debug,1.6.5.2011020317,"org.python.pydev.debug",1353500321697
started,bundle,org.python.pydev.customizations,1.6.5.2011020317,"org.python.pydev.customizations",1353500321759
started,bundle,com.python.pydev.analysis,1.6.5.2011020317,"com.python.pydev.analysis",1353500321848
started,bundle,org.python.pydev,1.6.5.2011020317,"org.python.pydev",1353500321863
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353500321942
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353500326890
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1353500327587
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1353500331375
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1353500345065
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1353500353223
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1353500359796
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1353500359853
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1353500359853
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353500383124
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353500391480
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353500392898
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353500404405
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353500410962
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1353500411111
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1353500412201
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353500429700
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353500442994
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353500459606
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353500476652
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1353500492055
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1353500497994
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353500513197
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353500520180
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353500526227
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353500529362
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353500543572
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353500545327
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353500561674
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353500565087
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353500574820
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353500587068
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353500612937
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1353500642926
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1353500645313
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353500680449
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353500732275
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353500742551
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1353500745120
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353500746545
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353500798896
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1353500891352
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1353500891393
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353500911323
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1353500922967
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1353500924111
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1353500925532
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353500936950
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353500951966
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353500969301
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353501040612
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353501063958
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1353501108493
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1353501110332
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1353501119746
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1353501122747
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353501123819
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353501130890
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353501185301
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353501186914
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353501204180
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353501249896
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.showInformation",1353501249918
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353501251770
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1353501262094
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353501266583
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353501272063
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353501283812
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353501291268
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353501298554
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353501345331
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1353501408415
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353501409977
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1353501411567
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1353501412207
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353501415938
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353501442774
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1353501457990
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353501473164
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1353501480785
